Task;Grounder;KGE;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_concept_hits@5@5;train_concept_hits@10@10;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;train_task_hits@5@5;train_task_hits@10@10;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_concept_hits@5@5;val_concept_hits@10@10;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;val_task_hits@5@5;val_task_hits@10@10;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_concept_hits@5@5;test_concept_hits@10@10;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3;test_task_hits@5@5;test_task_hits@10@10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_S2_p;backward;complex;100;0.5;1;rnm;[85.56486167907715, 0.5055006700639811];[0.0125, 0.0003];[0.0121, 0.0003];[0.0128, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3586, 0.0447];[0.3586, 0.0457];[0.3586, 0.0438];[0.872, 0.0319];[0.81, 0.0385];[0.924, 0.0301];[0.946, 0.0338];[0.99, 0.0126];[0.8722, 0.032];[0.81, 0.0385];[0.924, 0.0301];[0.946, 0.0338];[0.988, 0.0098];[0.3565, 0.0582];[0.3605, 0.0633];[0.3526, 0.0533];[0.9193, 0.0341];[0.876, 0.0496];[0.944, 0.048];[1.0, 0.0];[1.0, 0.0];[0.9193, 0.0341];[0.876, 0.0496];[0.944, 0.048];[1.0, 0.0];[1.0, 0.0]
train_S2_p;backward;complex;100;0.5;1;gsbr;[142.82749691009522, 0.8693065530309926];[0.0122, 0.0003];[0.0121, 0.0003];[0.0123, 0.0004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3597, 0.0391];[0.3599, 0.0392];[0.3595, 0.0389];[0.885, 0.0312];[0.832, 0.0397];[0.92, 0.0276];[0.956, 0.0258];[0.992, 0.0098];[0.885, 0.0311];[0.832, 0.0397];[0.92, 0.0276];[0.956, 0.0258];[0.992, 0.0098];[0.3535, 0.0605];[0.3534, 0.0605];[0.3536, 0.0605];[0.9213, 0.0324];[0.88, 0.0456];[0.944, 0.048];[1.0, 0.0];[1.0, 0.0];[0.9213, 0.0324];[0.88, 0.0456];[0.944, 0.048];[1.0, 0.0];[1.0, 0.0]
train_S2_p;backward;complex;100;0.5;1;cdcr;[1058.6530901908875, 26.812055460598366];[0.0212, 0.0004];[0.0124, 0.0003];[0.0156, 0.0005];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3553, 0.0447];[0.3389, 0.0504];[0.3573, 0.0397];[0.8822, 0.0324];[0.826, 0.0408];[0.922, 0.0299];[0.948, 0.0306];[0.99, 0.0126];[0.8877, 0.0286];[0.836, 0.0367];[0.926, 0.0265];[0.95, 0.0303];[0.992, 0.0075];[0.3838, 0.0427];[0.3652, 0.0475];[0.3879, 0.0408];[0.9269, 0.02];[0.888, 0.0204];[0.948, 0.0412];[1.0, 0.0];[1.0, 0.0];[0.9233, 0.0222];[0.884, 0.0233];[0.948, 0.0431];[1.0, 0.0];[1.0, 0.0]
train_S2_p;backward;distmult;100;0.5;1;no_reasoner;[13.810545349121094, 0.5950102168614639];[2.577, 0.0003];[0.0124, 0.0006];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6053, 0.0064];[0.3311, 0.014];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.8639, 0.0161];[0.3255, 0.0323];[1.4023, 0.0];[0.8792, 0.0184];[0.826, 0.0174];[0.914, 0.0314];[0.946, 0.0206];[0.994, 0.008];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.6916, 0.042];[0.2982, 0.084];[3.085, 0.0];[0.9209, 0.0199];[0.876, 0.0233];[0.956, 0.032];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S2_p;backward;distmult;100;0.5;1;dcr;[493.3727303504944, 2.0876615569906702];[0.022, 0.0013];[0.0128, 0.0013];[0.0165, 0.0012];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3377, 0.0451];[0.3312, 0.047];[0.3295, 0.0434];[0.8814, 0.0253];[0.824, 0.0326];[0.926, 0.0185];[0.95, 0.0253];[0.992, 0.0117];[0.8816, 0.0252];[0.824, 0.0326];[0.926, 0.0185];[0.948, 0.0232];[0.992, 0.0098];[0.3108, 0.077];[0.3104, 0.0866];[0.2965, 0.0677];[0.9178, 0.0262];[0.872, 0.0371];[0.948, 0.0271];[1.0, 0.0];[1.0, 0.0];[0.9179, 0.0259];[0.872, 0.0371];[0.952, 0.024];[1.0, 0.0];[1.0, 0.0]
train_S2_p;backward;distmult;100;0.5;1;r2n;[583.6037822723389, 13.027098751835757];[0.0136, 0.0006];[0.0124, 0.0006];[0.0148, 0.0007];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3361, 0.0349];[0.308, 0.0387];[0.3643, 0.0377];[0.8763, 0.0219];[0.814, 0.0301];[0.926, 0.0185];[0.96, 0.0141];[0.992, 0.0075];[0.8651, 0.0269];[0.798, 0.0387];[0.918, 0.0194];[0.96, 0.0141];[0.992, 0.0075];[0.3153, 0.0871];[0.2818, 0.0783];[0.3488, 0.1021];[0.917, 0.0237];[0.868, 0.0325];[0.96, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9109, 0.0256];[0.86, 0.042];[0.948, 0.0204];[1.0, 0.0];[1.0, 0.0]
train_S2_p;backward;distmult;100;0.5;1;sbr;[75.52848281860352, 1.0008273814131972];[0.017, 0.0015];[0.0142, 0.0009];[0.0198, 0.0021];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2324, 0.0346];[0.2205, 0.0378];[0.2444, 0.0318];[0.8958, 0.0176];[0.846, 0.0196];[0.926, 0.0287];[0.96, 0.0316];[0.99, 0.0126];[0.8973, 0.0128];[0.85, 0.0063];[0.926, 0.0301];[0.962, 0.0337];[0.994, 0.008];[0.2723, 0.0762];[0.2685, 0.0873];[0.276, 0.0661];[0.9187, 0.0244];[0.868, 0.0271];[0.972, 0.0299];[1.0, 0.0];[1.0, 0.0];[0.9216, 0.0302];[0.876, 0.0388];[0.968, 0.0349];[1.0, 0.0];[1.0, 0.0]
train_S2_p;backward;distmult;100;0.5;1;rnm;[76.11264133453369, 1.1140709861004174];[0.0133, 0.0006];[0.0124, 0.0006];[0.0143, 0.0009];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2699, 0.0408];[0.2707, 0.0417];[0.269, 0.0398];[0.8784, 0.022];[0.816, 0.0265];[0.922, 0.0279];[0.956, 0.0294];[0.992, 0.0117];[0.8788, 0.022];[0.816, 0.0265];[0.922, 0.0279];[0.958, 0.0248];[0.992, 0.0117];[0.28, 0.0875];[0.288, 0.0947];[0.272, 0.0804];[0.9208, 0.0259];[0.876, 0.0388];[0.944, 0.0367];[1.0, 0.0];[1.0, 0.0];[0.9227, 0.0263];[0.876, 0.0388];[0.956, 0.0344];[1.0, 0.0];[1.0, 0.0]
train_S2_p;backward;distmult;100;0.5;1;gsbr;[130.9728756427765, 0.9812630168698366];[0.0123, 0.0006];[0.0123, 0.0006];[0.0123, 0.0006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.303, 0.036];[0.303, 0.036];[0.3029, 0.036];[0.8823, 0.022];[0.826, 0.0242];[0.922, 0.0306];[0.956, 0.0258];[0.992, 0.0098];[0.8822, 0.022];[0.826, 0.0242];[0.922, 0.0306];[0.956, 0.0258];[0.99, 0.0126];[0.285, 0.0854];[0.285, 0.0854];[0.285, 0.0854];[0.9185, 0.0207];[0.872, 0.0271];[0.948, 0.0325];[1.0, 0.0];[1.0, 0.0];[0.9185, 0.0207];[0.872, 0.0271];[0.948, 0.0325];[1.0, 0.0];[1.0, 0.0]
train_S2_p;backward;distmult;100;0.5;1;cdcr;[1029.0226474761962, 14.942916102116726];[0.0251, 0.0042];[0.0143, 0.0019];[0.0212, 0.0059];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2943, 0.0657];[0.2793, 0.0701];[0.2946, 0.0615];[0.8873, 0.0183];[0.834, 0.0287];[0.922, 0.0279];[0.954, 0.0206];[0.99, 0.0126];[0.8885, 0.0137];[0.838, 0.0232];[0.918, 0.0286];[0.95, 0.021];[0.994, 0.008];[0.3029, 0.0521];[0.2928, 0.056];[0.2982, 0.0493];[0.92, 0.0255];[0.876, 0.0344];[0.964, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.9217, 0.0289];[0.876, 0.0408];[0.964, 0.0233];[1.0, 0.0];[1.0, 0.0]
train_S2_p;backward;transe;100;0.5;1;no_reasoner;[13.995029783248901, 1.4396977834244384];[3.3459, 0.0031];[1.5501, 0.0063];[5.1416, 0.0];[0.6118, 0.0106];[0.3356, 0.0176];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6053, 0.0064];[0.3311, 0.014];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9124, 0.0018];[0.4225, 0.0037];[1.4023, 0.0];[0.6409, 0.0101];[0.542, 0.0117];[0.65, 0.0179];[0.728, 0.0312];[0.96, 0.0126];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[2.0006, 0.0117];[0.9162, 0.0233];[3.085, 0.0];[0.7293, 0.0385];[0.58, 0.0537];[0.844, 0.0445];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S2_p;backward;transe;100;0.5;1;dcr;[487.16534719467165, 6.485486185641299];[1.4476, 0.0082];[1.5489, 0.004];[1.3319, 0.0181];[0.6106, 0.0107];[0.3343, 0.0187];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6546, 0.0146];[0.4064, 0.0269];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4371, 0.0125];[0.4196, 0.0086];[0.4401, 0.031];[0.6463, 0.0157];[0.552, 0.024];[0.646, 0.0162];[0.76, 0.0141];[0.952, 0.0232];[0.662, 0.0223];[0.574, 0.025];[0.666, 0.025];[0.77, 0.0322];[0.938, 0.0286];[0.7271, 0.0316];[0.9207, 0.0249];[0.5191, 0.0414];[0.7403, 0.0194];[0.62, 0.0179];[0.816, 0.0512];[1.0, 0.0];[1.0, 0.0];[0.7678, 0.0291];[0.632, 0.0449];[0.868, 0.0483];[1.0, 0.0];[1.0, 0.0]
train_S2_p;backward;transe;100;0.5;1;r2n;[569.9429133415222, 3.7072027231683626];[1.4941, 0.0061];[1.5489, 0.004];[1.4393, 0.0087];[0.6106, 0.0107];[0.3343, 0.0187];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6103, 0.0149];[0.3311, 0.0251];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4066, 0.0074];[0.4196, 0.0086];[0.3937, 0.0069];[0.6463, 0.0157];[0.552, 0.024];[0.646, 0.0162];[0.76, 0.0141];[0.952, 0.0232];[0.6497, 0.026];[0.56, 0.031];[0.652, 0.0337];[0.736, 0.0393];[0.954, 0.0242];[0.8897, 0.0168];[0.9207, 0.0249];[0.8587, 0.0087];[0.7403, 0.0194];[0.62, 0.0179];[0.816, 0.0512];[1.0, 0.0];[1.0, 0.0];[0.7336, 0.0125];[0.604, 0.0233];[0.812, 0.0349];[1.0, 0.0];[1.0, 0.0]
train_S2_p;backward;transe;100;0.5;1;sbr;[74.16377983093261, 1.4578197493862668];[1.5316, 0.0041];[1.5489, 0.004];[1.5143, 0.0046];[0.6106, 0.0107];[0.3343, 0.0187];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6085, 0.0107];[0.3299, 0.0191];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4088, 0.008];[0.4196, 0.0086];[0.3981, 0.0083];[0.6463, 0.0157];[0.552, 0.024];[0.646, 0.0162];[0.76, 0.0141];[0.952, 0.0232];[0.6501, 0.024];[0.558, 0.0293];[0.656, 0.0215];[0.744, 0.0301];[0.944, 0.0265];[0.8681, 0.0163];[0.9207, 0.0249];[0.8154, 0.0111];[0.7403, 0.0194];[0.62, 0.0179];[0.816, 0.0512];[1.0, 0.0];[1.0, 0.0];[0.7323, 0.012];[0.6, 0.031];[0.828, 0.0546];[1.0, 0.0];[1.0, 0.0]
train_S2_p;backward;transe;100;0.5;1;rnm;[74.66315035820007, 0.9203522048246918];[1.5375, 0.0041];[1.5489, 0.004];[1.5261, 0.0044];[0.6106, 0.0107];[0.3343, 0.0187];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6088, 0.0091];[0.332, 0.0171];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4129, 0.008];[0.4196, 0.0086];[0.4061, 0.0081];[0.6463, 0.0157];[0.552, 0.024];[0.646, 0.0162];[0.76, 0.0141];[0.952, 0.0232];[0.6484, 0.0214];[0.556, 0.0273];[0.648, 0.0204];[0.744, 0.0287];[0.95, 0.0228];[0.8868, 0.0177];[0.9207, 0.0249];[0.8529, 0.0126];[0.7403, 0.0194];[0.62, 0.0179];[0.816, 0.0512];[1.0, 0.0];[1.0, 0.0];[0.7353, 0.0148];[0.608, 0.0204];[0.808, 0.064];[1.0, 0.0];[1.0, 0.0]
train_S2_p;backward;transe;100;0.5;1;gsbr;[129.29024214744567, 1.6232630175656475];[1.5316, 0.0041];[1.5489, 0.004];[1.5143, 0.0046];[0.6106, 0.0107];[0.3343, 0.0187];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6088, 0.0112];[0.3311, 0.0199];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4088, 0.008];[0.4196, 0.0086];[0.3981, 0.0083];[0.6463, 0.0157];[0.552, 0.024];[0.646, 0.0162];[0.76, 0.0141];[0.952, 0.0232];[0.6496, 0.0239];[0.558, 0.0293];[0.656, 0.0215];[0.744, 0.0344];[0.944, 0.0265];[0.8681, 0.0163];[0.9207, 0.0249];[0.8154, 0.0111];[0.7403, 0.0194];[0.62, 0.0179];[0.816, 0.0512];[1.0, 0.0];[1.0, 0.0];[0.7337, 0.0113];[0.604, 0.0294];[0.828, 0.0546];[1.0, 0.0];[1.0, 0.0]
train_S2_p;backward;transe;100;0.5;1;cdcr;[1034.8475923061371, 12.107978444436085];[1.5648, 0.1331];[1.5489, 0.004];[1.5644, 0.2657];[0.6106, 0.0107];[0.3343, 0.0187];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6237, 0.0216];[0.3571, 0.037];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6128, 0.2448];[0.4196, 0.0086];[0.7897, 0.4857];[0.6463, 0.0157];[0.552, 0.024];[0.646, 0.0162];[0.76, 0.0141];[0.952, 0.0232];[0.6498, 0.0346];[0.558, 0.0402];[0.654, 0.0307];[0.754, 0.0564];[0.948, 0.0343];[1.0324, 0.3918];[0.9207, 0.0249];[1.1279, 0.7667];[0.7403, 0.0194];[0.62, 0.0179];[0.816, 0.0512];[1.0, 0.0];[1.0, 0.0];[0.7573, 0.0339];[0.628, 0.0371];[0.816, 0.0408];[1.0, 0.0];[1.0, 0.0]
train_S2_p;known;complex;100;0.5;1;no_reasoner;[15.896379709243774, 1.922401333685217];[2.5769, 0.0001];[0.0122, 0.0002];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6053, 0.0064];[0.3311, 0.014];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.8947, 0.0157];[0.3871, 0.0314];[1.4023, 0.0];[0.8614, 0.0222];[0.79, 0.0228];[0.918, 0.0264];[0.95, 0.0276];[0.992, 0.0098];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7305, 0.0231];[0.3761, 0.0462];[3.085, 0.0];[0.9268, 0.0257];[0.892, 0.0325];[0.952, 0.0412];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S2_p;known;complex;100;0.5;1;dcr;[18.231745433807372, 1.9720047484089134];[0.0193, 0.0002];[0.0122, 0.0002];[0.0121, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3749, 0.0338];[0.3678, 0.0338];[0.3677, 0.0338];[0.8719, 0.0265];[0.804, 0.0388];[0.922, 0.0214];[0.954, 0.0206];[0.996, 0.0049];[0.8729, 0.0255];[0.806, 0.0367];[0.922, 0.0214];[0.954, 0.0206];[0.996, 0.0049];[0.3728, 0.0345];[0.3658, 0.0346];[0.3655, 0.0344];[0.9131, 0.0153];[0.86, 0.0179];[0.948, 0.0449];[1.0, 0.0];[1.0, 0.0];[0.9151, 0.0152];[0.864, 0.015];[0.948, 0.0449];[1.0, 0.0];[1.0, 0.0]
train_S2_p;known;complex;100;0.5;1;r2n;[15.231239461898804, 1.8213435663155302];[0.0131, 0.0002];[0.0122, 0.0002];[0.0141, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3376, 0.0259];[0.3381, 0.0259];[0.3371, 0.0259];[0.8687, 0.0202];[0.808, 0.0256];[0.904, 0.0215];[0.948, 0.0194];[0.996, 0.0049];[0.8801, 0.0212];[0.83, 0.0297];[0.904, 0.0215];[0.948, 0.0194];[0.994, 0.0049];[0.3523, 0.0258];[0.3531, 0.0256];[0.3516, 0.0261];[0.9091, 0.0079];[0.856, 0.008];[0.956, 0.0196];[1.0, 0.0];[1.0, 0.0];[0.9108, 0.0077];[0.86, 0.0];[0.952, 0.0204];[1.0, 0.0];[1.0, 0.0]
train_S2_p;known;complex;100;0.5;1;sbr;[13.974918031692505, 1.6885378071264934];[0.0121, 0.0002];[0.0122, 0.0002];[0.0121, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3786, 0.0323];[0.3786, 0.0323];[0.3786, 0.0323];[0.8734, 0.0296];[0.806, 0.0418];[0.924, 0.025];[0.956, 0.0206];[0.996, 0.0049];[0.8744, 0.0289];[0.808, 0.0407];[0.924, 0.025];[0.956, 0.0206];[0.996, 0.0049];[0.3736, 0.0336];[0.3738, 0.0336];[0.3735, 0.0335];[0.9178, 0.0153];[0.868, 0.0204];[0.956, 0.0294];[1.0, 0.0];[1.0, 0.0];[0.9198, 0.0159];[0.872, 0.0204];[0.956, 0.0294];[1.0, 0.0];[1.0, 0.0]
train_S2_p;known;complex;100;0.5;1;rnm;[15.135390329360963, 2.1936975425175946];[0.0122, 0.0002];[0.0122, 0.0002];[0.0122, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3823, 0.0351];[0.3823, 0.0351];[0.3823, 0.0351];[0.8739, 0.0274];[0.808, 0.0387];[0.92, 0.0276];[0.952, 0.0204];[0.996, 0.0049];[0.8739, 0.0274];[0.808, 0.0387];[0.92, 0.0276];[0.952, 0.0204];[0.996, 0.0049];[0.3724, 0.0402];[0.3724, 0.0402];[0.3724, 0.0402];[0.9198, 0.0172];[0.868, 0.0204];[0.964, 0.0265];[1.0, 0.0];[1.0, 0.0];[0.9198, 0.0172];[0.868, 0.0204];[0.964, 0.0265];[1.0, 0.0];[1.0, 0.0]
train_S2_p;known;complex;100;0.5;1;gsbr;[14.441371440887451, 1.7729965356218962];[0.0121, 0.0002];[0.0122, 0.0002];[0.0121, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3822, 0.0351];[0.3822, 0.0351];[0.3822, 0.0351];[0.8749, 0.0258];[0.81, 0.0352];[0.92, 0.0276];[0.954, 0.0233];[0.996, 0.0049];[0.8759, 0.0253];[0.812, 0.0343];[0.92, 0.0276];[0.954, 0.0233];[0.996, 0.0049];[0.3725, 0.0399];[0.3726, 0.04];[0.3724, 0.0398];[0.9178, 0.0189];[0.864, 0.0265];[0.964, 0.0265];[1.0, 0.0];[1.0, 0.0];[0.9198, 0.0172];[0.868, 0.0204];[0.964, 0.0265];[1.0, 0.0];[1.0, 0.0]
train_S2_p;known;complex;100;0.5;1;cdcr;[19.37487874031067, 1.952901227883788];[0.0193, 0.0002];[0.0122, 0.0002];[0.0121, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3819, 0.0315];[0.3747, 0.0315];[0.3747, 0.0315];[0.8742, 0.0252];[0.808, 0.0349];[0.922, 0.0248];[0.952, 0.0248];[0.996, 0.0049];[0.8752, 0.0246];[0.81, 0.0341];[0.922, 0.0248];[0.952, 0.0248];[0.996, 0.0049];[0.3805, 0.0358];[0.3734, 0.0358];[0.3733, 0.0358];[0.9158, 0.0176];[0.864, 0.0233];[0.956, 0.0294];[1.0, 0.0];[1.0, 0.0];[0.9178, 0.0172];[0.868, 0.0204];[0.956, 0.0294];[1.0, 0.0];[1.0, 0.0]
train_S2_p;known;distmult;100;0.5;1;no_reasoner;[14.703181028366089, 2.6472984658317404];[2.577, 0.0003];[0.0124, 0.0006];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6053, 0.0064];[0.3311, 0.014];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.8639, 0.0161];[0.3255, 0.0323];[1.4023, 0.0];[0.8792, 0.0184];[0.826, 0.0174];[0.914, 0.0314];[0.946, 0.0206];[0.994, 0.008];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.6916, 0.042];[0.2982, 0.084];[3.085, 0.0];[0.9209, 0.0199];[0.876, 0.0233];[0.956, 0.032];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S2_p;known;distmult;100;0.5;1;dcr;[15.87202262878418, 2.113190195322881];[0.0196, 0.0006];[0.0124, 0.0006];[0.0123, 0.0006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3108, 0.0344];[0.3037, 0.0344];[0.3036, 0.0344];[0.8857, 0.0184];[0.836, 0.0242];[0.914, 0.0294];[0.954, 0.0185];[0.998, 0.004];[0.8857, 0.0184];[0.836, 0.0242];[0.914, 0.0294];[0.954, 0.0185];[0.998, 0.004];[0.3032, 0.0626];[0.2961, 0.0626];[0.2959, 0.0625];[0.9161, 0.0196];[0.868, 0.0299];[0.96, 0.0219];[1.0, 0.0];[1.0, 0.0];[0.9161, 0.0196];[0.868, 0.0299];[0.96, 0.0219];[1.0, 0.0];[1.0, 0.0]
train_S2_p;known;distmult;100;0.5;1;r2n;[13.88290696144104, 2.3598921966601085];[0.0134, 0.0006];[0.0125, 0.0007];[0.0143, 0.0005];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2692, 0.03];[0.2696, 0.03];[0.2689, 0.0301];[0.8889, 0.0109];[0.844, 0.008];[0.912, 0.0248];[0.946, 0.0273];[0.998, 0.004];[0.8909, 0.0119];[0.848, 0.0098];[0.912, 0.0248];[0.946, 0.0273];[0.996, 0.0049];[0.284, 0.0526];[0.2845, 0.0531];[0.2834, 0.0521];[0.915, 0.0125];[0.864, 0.0233];[0.96, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9147, 0.0131];[0.864, 0.0233];[0.956, 0.0233];[1.0, 0.0];[1.0, 0.0]
train_S2_p;known;distmult;100;0.5;1;sbr;[11.539757347106933, 0.049542383001632814];[0.0124, 0.0006];[0.0124, 0.0006];[0.0123, 0.0006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.318, 0.035];[0.318, 0.035];[0.3179, 0.035];[0.8838, 0.018];[0.832, 0.0214];[0.916, 0.0185];[0.952, 0.0214];[0.998, 0.004];[0.8848, 0.0194];[0.834, 0.0242];[0.916, 0.0185];[0.952, 0.0214];[0.998, 0.004];[0.3041, 0.0707];[0.3043, 0.0708];[0.304, 0.0707];[0.9195, 0.0231];[0.872, 0.0299];[0.96, 0.0219];[1.0, 0.0];[1.0, 0.0];[0.9195, 0.0231];[0.872, 0.0299];[0.96, 0.0219];[1.0, 0.0];[1.0, 0.0]
